event_id,voice_id,role,parent_event_id,source_index,source_label,symbol,onset_quarter,duration_quarter,midi,pitch_class,velocity,pan,timbre,expected_pc,row_position,row_form,status,mapping_rule,codec_block,is_codec_carrier,gate_ratio,articulation,cc1_modulation,cc10_pan,cc74_brightness,cc91_reverb,cc93_chorus,brightness,reverb_mix,spatial_width,hydropathy,charge,contact_degree,value,uncertainty,relative_sasa,surface_wetness,backbone_rigidity,b_factor_normalized,sidechain_mass_normalized
165,V2_counterpoint,derived_counterpoint,164,568,80386554,METHYLATION_BETA,56.5,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0526,0.0,0.5,0.0526,0.0,0.0,0.0,0.0,0.0,0.0
166,V1_melody,foreground_melody,,576,86948576,METHYLATION_BETA,56.75,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9544,0.0,0.5,0.9544,0.0,0.0,0.0,0.0,0.0,0.0
167,V3_bass,structural_bass,166,576,86948576,METHYLATION_BETA,56.75,7.5,45,9,61,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.9544,0.0,0.5,0.9544,0.0,0.0,0.0,0.0,0.0,0.0
168,V6_harp_accents,structural_accent,166,576,86948576,METHYLATION_BETA,56.75,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9544,0.0,0.5,0.9544,0.0,0.0,0.0,0.0,0.0,0.0
169,V6_harp_accents,structural_accent,166,576,86948576,METHYLATION_BETA,57.0,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9544,0.0,0.5,0.9544,0.0,0.0,0.0,0.0,0.0,0.0
170,V6_harp_accents,structural_accent,166,576,86948576,METHYLATION_BETA,57.25,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9544,0.0,0.5,0.9544,0.0,0.0,0.0,0.0,0.0,0.0
171,V1_melody,foreground_melody,,584,93861761,METHYLATION_BETA,58.0,0.5,62,2,61,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0773,0.0,0.5,0.0773,0.0,0.0,0.0,0.0,0.0,0.0
172,V1_melody,foreground_melody,,592,97573099,METHYLATION_BETA,58.5,1.0,69,9,72,-0.12,viola,9,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.6681,0.0,0.5,0.6681,0.0,0.0,0.0,0.0,0.0,0.0
173,V2_counterpoint,derived_counterpoint,171,584,93861761,METHYLATION_BETA,58.5,0.75,70,10,49,0.25,violin,10,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0773,0.0,0.5,0.0773,0.0,0.0,0.0,0.0,0.0,0.0
174,V1_melody,foreground_melody,,600,100556653,METHYLATION_BETA,59.5,0.75,63,3,63,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1961,0.0,0.5,0.1961,0.0,0.0,0.0,0.0,0.0,0.0
175,V2_counterpoint,derived_counterpoint,174,600,100556653,METHYLATION_BETA,60.0,1.0,67,7,51,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1961,0.0,0.5,0.1961,0.0,0.0,0.0,0.0,0.0,0.0
176,V1_melody,foreground_melody,,608,116100028,METHYLATION_BETA,60.25,1.0,67,7,69,-0.12,viola,7,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.5391,0.0,0.5,0.5391,0.0,0.0,0.0,0.0,0.0,0.0
177,V1_melody,foreground_melody,,616,129718965,METHYLATION_BETA,61.25,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9784,0.0,0.5,0.9784,0.0,0.0,0.0,0.0,0.0,0.0
178,V6_harp_accents,structural_accent,177,616,129718965,METHYLATION_BETA,61.25,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9784,0.0,0.5,0.9784,0.0,0.0,0.0,0.0,0.0,0.0
179,V6_harp_accents,structural_accent,177,616,129718965,METHYLATION_BETA,61.5,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9784,0.0,0.5,0.9784,0.0,0.0,0.0,0.0,0.0,0.0
180,V2_counterpoint,derived_counterpoint,177,616,129718965,METHYLATION_BETA,61.75,1.5,75,3,65,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9784,0.0,0.5,0.9784,0.0,0.0,0.0,0.0,0.0,0.0
181,V6_harp_accents,structural_accent,177,616,129718965,METHYLATION_BETA,61.75,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9784,0.0,0.5,0.9784,0.0,0.0,0.0,0.0,0.0,0.0
182,V1_melody,foreground_melody,,624,142135655,METHYLATION_BETA,62.5,1.25,70,10,75,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.8348,0.0,0.5,0.8348,0.0,0.0,0.0,0.0,0.0,0.0
183,V1_melody,foreground_melody,,632,150409141,METHYLATION_BETA,63.75,0.5,63,3,61,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.092,0.0,0.5,0.092,0.0,0.0,0.0,0.0,0.0,0.0
184,V1_melody,foreground_melody,,640,13416854,METHYLATION_BETA,64.25,1.0,69,9,71,-0.12,viola,9,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.6194,0.0,0.5,0.6194,0.0,0.0,0.0,0.0,0.0,0.0
185,V2_counterpoint,derived_counterpoint,183,632,150409141,METHYLATION_BETA,64.25,0.75,67,7,49,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.092,0.0,0.5,0.092,0.0,0.0,0.0,0.0,0.0,0.0
186,V3_bass,structural_bass,184,640,13416854,METHYLATION_BETA,64.25,6.0,50,2,55,-0.18,cello,2,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.6194,0.0,0.5,0.6194,0.0,0.0,0.0,0.0,0.0,0.0
187,V4_horn_harmony,structural_harmony,184,640,13416854,METHYLATION_BETA,64.25,11.75,62,2,49,-0.42,french_horn,2,,,retained,结构/功能区块→圆号持续和声；接触度→音区张力,,False,0.9,normal,,37,,,,0.72,0.15,0.3,0.6194,0.0,0.5,0.6194,0.0,0.0,0.0,0.0,0.0,0.0
188,V5_viola_harmony,inner_harmony,184,640,13416854,METHYLATION_BETA,64.25,11.75,67,7,44,0.42,viola,7,,,retained,与圆号区块同步的中声部；理化特征控制三度色彩与音区,,False,0.9,normal,,90,,,,0.72,0.15,0.3,0.6194,0.0,0.5,0.6194,0.0,0.0,0.0,0.0,0.0,0.0
189,V1_melody,foreground_melody,,648,23015767,METHYLATION_BETA,65.25,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9935,0.0,0.5,0.9935,0.0,0.0,0.0,0.0,0.0,0.0
190,V6_harp_accents,structural_accent,189,648,23015767,METHYLATION_BETA,65.25,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9935,0.0,0.5,0.9935,0.0,0.0,0.0,0.0,0.0,0.0
191,V6_harp_accents,structural_accent,189,648,23015767,METHYLATION_BETA,65.5,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9935,0.0,0.5,0.9935,0.0,0.0,0.0,0.0,0.0,0.0
192,V2_counterpoint,derived_counterpoint,189,648,23015767,METHYLATION_BETA,65.75,1.5,75,3,65,0.25,violin,3,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.9935,0.0,0.5,0.9935,0.0,0.0,0.0,0.0,0.0,0.0
193,V6_harp_accents,structural_accent,189,648,23015767,METHYLATION_BETA,65.75,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9935,0.0,0.5,0.9935,0.0,0.0,0.0,0.0,0.0,0.0
194,V1_melody,foreground_melody,,656,23597266,METHYLATION_BETA,66.5,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9922,0.0,0.5,0.9922,0.0,0.0,0.0,0.0,0.0,0.0
195,V6_harp_accents,structural_accent,194,656,23597266,METHYLATION_BETA,66.5,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9922,0.0,0.5,0.9922,0.0,0.0,0.0,0.0,0.0,0.0
196,V6_harp_accents,structural_accent,194,656,23597266,METHYLATION_BETA,66.75,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9922,0.0,0.5,0.9922,0.0,0.0,0.0,0.0,0.0,0.0
197,V6_harp_accents,structural_accent,194,656,23597266,METHYLATION_BETA,67.0,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9922,0.0,0.5,0.9922,0.0,0.0,0.0,0.0,0.0,0.0
198,V1_melody,foreground_melody,,664,32524737,METHYLATION_BETA,67.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0278,0.0,0.5,0.0278,0.0,0.0,0.0,0.0,0.0,0.0
199,V1_melody,foreground_melody,,672,55532745,METHYLATION_BETA,68.25,0.5,63,3,61,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0992,0.0,0.5,0.0992,0.0,0.0,0.0,0.0,0.0,0.0
200,V2_counterpoint,derived_counterpoint,198,664,32524737,METHYLATION_BETA,68.25,0.75,70,10,48,0.25,violin,10,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0278,0.0,0.5,0.0278,0.0,0.0,0.0,0.0,0.0,0.0
201,V1_melody,foreground_melody,,680,57521590,METHYLATION_BETA,68.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0098,0.0,0.5,0.0098,0.0,0.0,0.0,0.0,0.0,0.0
202,V1_melody,foreground_melody,,688,95556713,METHYLATION_BETA,69.25,0.5,63,3,61,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0971,0.0,0.5,0.0971,0.0,0.0,0.0,0.0,0.0,0.0
203,V2_counterpoint,derived_counterpoint,201,680,57521590,METHYLATION_BETA,69.25,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0098,0.0,0.5,0.0098,0.0,0.0,0.0,0.0,0.0,0.0
204,V1_melody,foreground_melody,,696,15501145,METHYLATION_BETA,69.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0494,0.0,0.5,0.0494,0.0,0.0,0.0,0.0,0.0,0.0
205,V1_melody,foreground_melody,,704,27098962,METHYLATION_BETA,70.25,1.25,70,10,76,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9026,0.0,0.5,0.9026,0.0,0.0,0.0,0.0,0.0,0.0
206,V2_counterpoint,derived_counterpoint,204,696,15501145,METHYLATION_BETA,70.25,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0494,0.0,0.5,0.0494,0.0,0.0,0.0,0.0,0.0,0.0
207,V3_bass,structural_bass,205,704,27098962,METHYLATION_BETA,70.25,5.75,45,9,60,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.9026,0.0,0.5,0.9026,0.0,0.0,0.0,0.0,0.0,0.0
208,V1_melody,foreground_melody,,712,70978579,METHYLATION_BETA,71.5,0.5,62,2,61,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0622,0.0,0.5,0.0622,0.0,0.0,0.0,0.0,0.0,0.0
209,V1_melody,foreground_melody,,720,89302606,METHYLATION_BETA,72.0,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0504,0.0,0.5,0.0504,0.0,0.0,0.0,0.0,0.0,0.0
210,V2_counterpoint,derived_counterpoint,208,712,70978579,METHYLATION_BETA,72.0,0.75,77,5,49,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0622,0.0,0.5,0.0622,0.0,0.0,0.0,0.0,0.0,0.0
211,V1_melody,foreground_melody,,728,97310610,METHYLATION_BETA,72.5,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.02,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0
212,V1_melody,foreground_melody,,736,112470652,METHYLATION_BETA,73.0,1.25,70,10,76,-0.12,viola,10,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9012,0.0,0.5,0.9012,0.0,0.0,0.0,0.0,0.0,0.0
213,V2_counterpoint,derived_counterpoint,211,728,97310610,METHYLATION_BETA,73.0,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.02,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0
214,V1_melody,foreground_melody,,744,123501488,METHYLATION_BETA,74.25,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1275,0.0,0.5,0.1275,0.0,0.0,0.0,0.0,0.0,0.0
215,V1_melody,foreground_melody,,752,135847168,METHYLATION_BETA,74.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0437,0.0,0.5,0.0437,0.0,0.0,0.0,0.0,0.0,0.0
216,V2_counterpoint,derived_counterpoint,214,744,123501488,METHYLATION_BETA,74.75,0.75,67,7,50,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1275,0.0,0.5,0.1275,0.0,0.0,0.0,0.0,0.0,0.0
217,V1_melody,foreground_melody,,760,20145715,METHYLATION_BETA,75.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0421,0.0,0.5,0.0421,0.0,0.0,0.0,0.0,0.0,0.0
218,V2_counterpoint,derived_counterpoint,217,760,20145715,METHYLATION_BETA,75.75,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0421,0.0,0.5,0.0421,0.0,0.0,0.0,0.0,0.0,0.0
219,V1_melody,foreground_melody,,768,48059133,METHYLATION_BETA,76.0,0.75,65,5,64,-0.12,viola,5,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
220,V3_bass,structural_bass,219,768,48059133,METHYLATION_BETA,76.0,6.25,50,2,48,-0.18,cello,2,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
221,V4_horn_harmony,structural_harmony,219,768,48059133,METHYLATION_BETA,76.0,12.25,62,2,42,-0.42,french_horn,2,,,retained,结构/功能区块→圆号持续和声；接触度→音区张力,,False,0.9,normal,,37,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
222,V5_viola_harmony,inner_harmony,219,768,48059133,METHYLATION_BETA,76.0,12.25,65,5,37,0.42,viola,5,,,retained,与圆号区块同步的中声部；理化特征控制三度色彩与音区,,False,0.9,normal,,90,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
223,V6_harp_accents,structural_accent,219,768,48059133,METHYLATION_BETA,76.0,0.25,77,5,59,0.08,orchestral_harp,5,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
224,V6_harp_accents,structural_accent,219,768,48059133,METHYLATION_BETA,76.25,0.25,81,9,54,0.26,orchestral_harp,9,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
225,V6_harp_accents,structural_accent,219,768,48059133,METHYLATION_BETA,76.5,0.25,84,0,49,0.44,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.2692,0.0,0.5,0.2692,0.0,0.0,0.0,0.0,0.0,0.0
226,V1_melody,foreground_melody,,776,88505420,METHYLATION_BETA,76.75,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,V1_melody,foreground_melody,,784,101532473,METHYLATION_BETA,77.25,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9907,0.0,0.5,0.9907,0.0,0.0,0.0,0.0,0.0,0.0
228,V2_counterpoint,derived_counterpoint,226,776,88505420,METHYLATION_BETA,77.25,0.75,77,5,48,0.25,violin,5,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,V6_harp_accents,structural_accent,227,784,101532473,METHYLATION_BETA,77.25,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9907,0.0,0.5,0.9907,0.0,0.0,0.0,0.0,0.0,0.0
230,V6_harp_accents,structural_accent,227,784,101532473,METHYLATION_BETA,77.5,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9907,0.0,0.5,0.9907,0.0,0.0,0.0,0.0,0.0,0.0
231,V6_harp_accents,structural_accent,227,784,101532473,METHYLATION_BETA,77.75,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9907,0.0,0.5,0.9907,0.0,0.0,0.0,0.0,0.0,0.0
232,V1_melody,foreground_melody,,792,111957278,METHYLATION_BETA,78.5,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1158,0.0,0.5,0.1158,0.0,0.0,0.0,0.0,0.0,0.0
233,V1_melody,foreground_melody,,800,135190441,METHYLATION_BETA,79.0,1.25,60,0,77,-0.12,viola,0,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.9911,0.0,0.5,0.9911,0.0,0.0,0.0,0.0,0.0,0.0
234,V2_counterpoint,derived_counterpoint,232,792,111957278,METHYLATION_BETA,79.0,0.75,72,0,50,0.25,violin,0,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1158,0.0,0.5,0.1158,0.0,0.0,0.0,0.0,0.0,0.0
235,V6_harp_accents,structural_accent,233,800,135190441,METHYLATION_BETA,79.0,0.25,72,0,72,0.08,orchestral_harp,0,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,69,,,,0.72,0.15,0.3,0.9911,0.0,0.5,0.9911,0.0,0.0,0.0,0.0,0.0,0.0
236,V6_harp_accents,structural_accent,233,800,135190441,METHYLATION_BETA,79.25,0.25,75,3,67,0.26,orchestral_harp,3,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,80,,,,0.72,0.15,0.3,0.9911,0.0,0.5,0.9911,0.0,0.0,0.0,0.0,0.0,0.0
237,V6_harp_accents,structural_accent,233,800,135190441,METHYLATION_BETA,79.5,0.25,79,7,62,0.44,orchestral_harp,7,,,retained,结构边界/显著性→调式内一、三、五音级琶音（H_scale 硬约束）,,False,0.9,normal,,91,,,,0.72,0.15,0.3,0.9911,0.0,0.5,0.9911,0.0,0.0,0.0,0.0,0.0,0.0
238,V1_melody,foreground_melody,,808,2116614,METHYLATION_BETA,80.25,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1216,0.0,0.5,0.1216,0.0,0.0,0.0,0.0,0.0,0.0
239,V1_melody,foreground_melody,,816,2249367,METHYLATION_BETA,80.75,0.75,63,3,64,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.2444,0.0,0.5,0.2444,0.0,0.0,0.0,0.0,0.0,0.0
240,V2_counterpoint,derived_counterpoint,238,808,2116614,METHYLATION_BETA,80.75,0.75,72,0,50,0.25,violin,0,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1216,0.0,0.5,0.1216,0.0,0.0,0.0,0.0,0.0,0.0
241,V1_melody,foreground_melody,,824,2863557,METHYLATION_BETA,81.5,0.75,63,3,63,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1672,0.0,0.5,0.1672,0.0,0.0,0.0,0.0,0.0,0.0
242,V2_counterpoint,derived_counterpoint,241,824,2863557,METHYLATION_BETA,82.0,1.0,67,7,51,0.25,violin,7,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.1672,0.0,0.5,0.1672,0.0,0.0,0.0,0.0,0.0,0.0
243,V1_melody,foreground_melody,,832,6298110,METHYLATION_BETA,82.25,0.5,62,2,60,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0144,0.0,0.5,0.0144,0.0,0.0,0.0,0.0,0.0,0.0
244,V3_bass,structural_bass,243,832,6298110,METHYLATION_BETA,82.25,6.0,45,9,44,-0.18,cello,9,,,retained,序列/样本分组边界→持续低音；组值决定主音或属音,,False,0.9,normal,,52,,,,0.72,0.15,0.3,0.0144,0.0,0.5,0.0144,0.0,0.0,0.0,0.0,0.0,0.0
245,V1_melody,foreground_melody,,840,14950483,METHYLATION_BETA,82.75,0.5,62,2,61,-0.12,viola,2,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.0559,0.0,0.5,0.0559,0.0,0.0,0.0,0.0,0.0,0.0
246,V1_melody,foreground_melody,,848,27700131,METHYLATION_BETA,83.25,0.5,63,3,62,-0.12,viola,3,,,retained,epigenomics 主特征→调式音级；结构/数值→音区,,False,0.9,normal,,56,,,,0.72,0.15,0.3,0.1265,0.0,0.5,0.1265,0.0,0.0,0.0,0.0,0.0,0.0
247,V2_counterpoint,derived_counterpoint,245,840,14950483,METHYLATION_BETA,83.25,0.75,70,10,49,0.25,violin,10,,,retained,由同一生物事件延迟派生；按调式音级作反向三度对位（H_scale 硬约束）,,False,0.9,normal,,79,,,,0.72,0.15,0.3,0.0559,0.0,0.5,0.0559,0.0,0.0,0.0,0.0,0.0,0.0
